KWH JANUARY 2010, KWH FEBRUARY 2010, KWH MARCH 2010, KWH APRIL 2010, KWH MAY 2010, KWH JUNE 2010, KWH JULY 2010, KWH AUGUST 2010, KWH SEPTEMBER 2010, KWH OCTOBER 2010, KWH NOVEMBER 2010, KWH DECEMBER 2010
881, 1083, 1366, 2063, 2454, 3330, 3563, 2591, 1624, 2171, 2091, 1916
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
547, 835, 713, 654, 711, 663, 1203, 1084, 988, 1857, 1685, 934
293, 261, 251, 399, 453, 4768, 857, 930, 2013, 1547, 1039, 1452
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 780, 855, 2101, 1170, 1028, 1271, 1178, 5459, 1817, 2601, 3075
11319, 7500, 7318, 7743, 10697, 16878, 17130, 16867, 9038, 8603, 11350, 11797
940, 790, 869, 1250, 1025, 1178, 1959, 1109, 592, 1921, 1504, 1742
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1852, 2186, 1506, 2238, 1907, 2122, 2567, 2487, 1420, 1213, 2076, 2378
1931433, 1702836, 1708126, 1922289, 2076298, 1972560, 2338763, 2375021, 2122579, 1554759, 1863090, 2003699
1500, 1920, 1800, 1620, 1800, 8880, 8940, 10440, 10440, 7320, 840, 4200
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27754, 25837, 21459, 20345, 29124, 40802, 45831, 45930, 33329, 24268, 27101, 33808
7478, 6775, 7444, 7742, 13667, 18624, 19875, 19744, 13083, 10108, 9169, 10179
37061, 36801, 37930, 39928, 49012, 66125, 60351, 58491, 67028, 42886, 42315, 39031
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
89158, 91347, 87466, 73869, 84652, 68616, 64630, 67611, 74134, 69398, 85636, 118685
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17551, 20048, 18699, 15185, 18106, 20071, 23776, 21740, 24973, 22450, 26112, 35097
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 425, 391, 364, 289, 292, 365, 572, 554, 137
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
726, 819, 609, 861, 1122, 1605, 2196, 1511, 872, 825, 840, 1100
558, 518, 462, 444, 416, 510, 999, 993, 730, 481, 962, 1134
0, 0, 0, 0, 26, 1086, 560, 312, 233, 149, 970, 699
0, 0, 0, 0, 0, 0, 0, 852, 1056, 255, 686, 384
3841, 5500, 3778, 2626, 2723, 3486, 2547, 2079, 2254, 4221, 8626, 8472
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1700, 1468, 1635, 1653, 2446, 3759, 3866, 2578, 1445, 2544, 2432, 2083
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
842, 2036, 1515, 990, 2404, 2981, 2260, 2777, 2077, 1493, 3373, 5029
0, 0, 0, 637, 335, 519, 295, 306, 270, 303, 659, 702
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
544, 602, 585, 628, 1025, 2131, 2550, 2730, 1217, 1651, 1706, 1803
0, 0, 0, 0, 0, 0, 0, 0, 9, 64, 120, 62
0, 0, 0, 0, 0, 0, 0, 0, 251, 2436, 1397, 1548
92659, 83606, 73084, 52456, 58286, 58569, 62545, 65516, 63281, 58211, 64223, 70328
476, 627, 509, 428, 590, 1492, 1672, 263, 671, 558, 621, 708
77176, 83813, 80813, 71319, 44467, 40831, 34138, 33262, 43969, 45449, 62348, 64810
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 104, 1910, 2072, 1974, 1489, 5022, 2706, 5553, 6267, 4744, 4325
0, 0, 0, 0, 0, 0, 764, 657, 552, 543, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
331, 208, 238, 206, 198, 132, 177, 177, 167, 1100, 919, 3436
1915, 762, 753, 825, 971, 1299, 1520, 2085, 914, 918, 2720, 3884
841, 1127, 1055, 979, 1085, 1460, 1969, 1604, 1656, 1018, 3470, 2838
499, 430, 564, 558, 1067, 1414, 1408, 849, 538, 511, 530, 721
17046, 11008, 6439, 5753, 5650, 6437, 6801, 5836, 5112, 5734, 20279, 21826
304, 290, 287, 294, 341, 533, 567, 481, 343, 380, 439, 436
5784, 10432, 9836, 6422, 5750, 6728, 7591, 6288, 6374, 5756, 6311, 4360
1180, 1274, 652, 927, 749, 1416, 1798, 2446, 1890, 925, 1143, 1332
515, 456, 1164, 985, 1495, 2063, 2460, 2594, 1300, 1191, 1692, 1386
0, 210, 1034, 731, 508, 847, 1117, 1437, 1082, 552, 712, 1219
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 115, 2
0, 0, 0, 0, 0, 0, 0, 1416, 1085, 1658, 2276, 2003
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2010, 1672, 1329, 1259, 1483, 1587, 1813, 1955, 1489, 1959, 2347, 3075
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
774, 663, 826, 847, 1235, 2565, 2824, 2599, 1365, 1231, 1281, 1466
1724, 1202, 1117, 766, 1007, 568, 642, 561, 854, 1141, 1303, 3720
3566, 1027, 702, 717, 857, 1542, 1445, 822, 653, 1171, 4832, 2008
42, 36, 32, 29, 176, 160, 158, 147, 129, 145, 28, 32
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 726, 1041, 1368, 1679, 1253, 810, 795, 1196
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 748
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 93, 48, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 449
143, 265, 231, 227, 233, 296, 361, 311, 207, 194, 243, 281
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 810, 612, 530, 691, 1871
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1437, 1101, 837, 715, 580, 726, 820, 426, 267, 429, 481, 1181
792, 1098, 915, 1408, 1297, 1628, 4174, 3410, 2039, 1574, 1777, 782
0, 0, 0, 340, 347, 442, 440, 340, 457, 500, 591, 405
0, 973, 1207, 873, 985, 1322, 1873, 1792, 2760, 2169, 2166, 990
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 459, 510, 544, 493, 572, 583, 521, 411, 449, 3040, 2815
0, 0, 279, 121, 122, 163, 223, 224, 178, 124, 799, 795
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
809, 6083, 2271, 3655, 3645, 4293, 3710, 3547, 2821, 6086, 5238, 4222
20750, 15836, 8048, 6834, 7361, 10146, 9235, 6605, 6898, 12406, 28007, 27661
0, 0, 0, 0, 0, 0, 0, 430, 574, 478, 612, 532
288, 226, 516, 451, 531, 559, 1018, 1080, 1009, 2252, 1222, 575
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 630, 618, 822, 0
3635, 3521, 2605, 3124, 4432, 6463, 5453, 4468, 3051, 3005, 4627, 4443
2459, 2557, 2618, 2393, 4091, 6469, 7476, 6508, 5221, 2239, 3332, 3680
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5409, 4567, 3915, 3236, 4047, 5509, 5724, 6190, 5638, 4889, 3603, 4897
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3531, 2957, 2848, 2362, 3344, 4738, 5522, 4454, 3122, 2677, 3351, 3795
2014, 2579, 3016, 2223, 3135, 3920, 4386, 4628, 2113, 1749, 2467, 2503
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435, 169
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 648, 2235
573, 560, 571, 581, 588, 400, 634, 637, 665, 631, 733, 655
0, 0, 0, 0, 0, 0, 0, 0, 0, 479, 7258, 2644
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1230, 1333, 1260, 1405, 1699, 2094, 732, 1312, 1462, 1358, 1372, 1495
12977, 14639, 12718, 14973, 16384, 32940, 24454, 23926, 15012, 13679, 31979, 30660
2878, 3755, 4571, 2984, 3111, 4808, 4132, 3564, 2174, 1985, 5968, 5400
1478, 1890, 1364, 1271, 1464, 2118, 2384, 3767, 2059, 1387, 2874, 3244
4985, 2636, 2353, 4761, 4391, 7362, 6462, 8015, 7314, 3816, 7496, 6391
4141, 3798, 2939, 4727, 5324, 9676, 7591, 6287, 2920, 2565, 5979, 5073
6482, 5788, 7798, 7381, 12117, 13023, 13767, 10966, 8791, 7340, 6828, 7592
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 451, 343, 64
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1118, 1304, 955, 902, 823, 1069, 1648, 1914, 2244, 1680, 1207, 1449
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4688, 11695, 7634, 3057, 8473, 7323, 7290, 6154, 4147, 6013, 13557, 17317
13996, 13368, 6812, 3807, 3029, 3329, 3028, 2838, 2352, 3203, 7297, 10711
5681, 4659, 3928, 2328, 5008, 10346, 6498, 5523, 3420, 3996, 6858, 6466
1237, 2525, 2811, 1933, 2704, 4383, 5522, 4091, 3370, 2152, 2380, 2477
14437, 11303, 6154, 7772, 5701, 7301, 6966, 5944, 6067, 10586, 25309, 30012
15240, 11828, 7545, 5071, 3571, 2939, 3115, 3122, 3492, 6841, 15290, 23904
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1313, 1202, 1000, 988, 1010, 1097, 1926, 1748, 1982, 5307, 6419, 4548
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 2304, 764, 830, 963, 543, 1691, 1473, 1341, 693
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10, 928, 907, 647, 703, 755, 3679, 6116, 6519, 3228, 2306, 2446
0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 64, 31
1402, 963, 998, 803, 847, 1764, 1546, 1518, 1195, 887, 933, 2243
78403, 65418, 69307, 57706, 66687, 68011, 72640, 77527, 61504, 60604, 79690, 86315
3062, 2896, 2623, 2314, 2500, 3767, 3980, 4125, 2755, 2656, 3003, 3237
770, 961, 1727, 2207, 2067, 2139, 2995, 5752, 4865, 1402, 2515, 3172
0, 69, 39, 31, 138, 124, 1729, 1629, 1210, 1279, 1226, 647
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
879, 694, 799, 850, 864, 994, 1130, 15443, 5938, 5423, 5363, 5972
9936, 10373, 9483, 9629, 9845, 13079, 12459, 10084, 11542, 9791, 11001, 13349
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6381, 5545, 1609, 1790, 1609, 1098, 1153, 1300, 1553, 3156, 7557, 11493
0, 0, 0, 0, 0, 0, 86, 3344, 379, 279, 852, 945
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 244
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
493, 429, 360, 334, 339, 393, 607, 544, 393, 319, 356, 422
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
162, 2254, 1374, 735, 536, 1347, 1531, 1475, 1026, 753, 765, 920
2203, 1788, 2587, 2453, 2972, 3862, 4367, 3065, 2555, 2424, 3016, 3245
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3406, 1702, 2139, 1982, 3224, 5272, 5315, 4613, 2536, 2211, 2729, 3778
3938, 3102, 3065, 2336, 5642, 7663, 8066, 5875, 3425, 3102, 4081, 4702
7057, 5163, 3437, 3297, 3334, 4242, 4791, 3622, 3737, 4411, 10265, 13008
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1074, 762, 938, 1497, 1514, 1542, 1607, 1310, 1392, 2453, 2356, 1631
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1682, 982, 775, 658, 841, 986, 1423, 912, 764, 206, 232, 1869
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 613, 499, 448, 549, 1375, 1265, 903, 657, 1006, 909, 798
69, 66, 57, 317, 546, 586, 723, 703, 495, 501, 1461, 3904
4066, 4099, 3433, 4105, 5249, 9253, 8856, 3571, 2103, 4411, 6229, 4446
1221, 1987, 1310, 2226, 2583, 3384, 4721, 4444, 2396, 3475, 2768, 3197
83556, 76208, 49981, 60333, 63555, 67924, 70731, 69555, 78240, 75071, 71559, 88409
0, 0, 0, 0, 0, 0, 263, 279, 242, 213, 264, 110
604, 519, 466, 362, 348, 414, 585, 2532, 2746, 3510, 3671, 4114
145, 119, 293, 135, 91, 112, 75, 175, 13, 162, 216, 108
547, 460, 386, 340, 409, 502, 602, 604, 345, 314, 382, 438
1095, 1175, 1009, 1004, 1354, 1650, 1685, 1466, 1162, 1086, 1164, 1295
565, 531, 417, 371, 711, 853, 815, 701, 1086, 1541, 1163, 996
546, 511, 832, 1061, 1085, 1349, 1381, 968, 1155, 966, 1059, 1422
0, 0, 0, 0, 0, 0, 0, 0, 6, 47, 148, 481
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1163, 1168, 1086, 799, 1035, 1455, 2006, 1743, 1125, 1050, 1196, 1225
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2681, 2359, 1920, 2857, 3659, 5143, 5356, 3383, 1973, 2896, 3173, 3056
616, 602, 490, 643, 873, 1406, 1604, 713, 909, 1021, 1072, 1507
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2772, 2424, 1894, 1798, 1854, 2402, 3492, 6401, 2370, 1589, 3971, 3789
405, 319, 563, 368, 543, 855, 960, 539, 390, 374, 426, 435
1335, 1273, 1057, 951, 1270, 1924, 1811, 1504, 1053, 2118, 2816, 13432
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
493, 431, 398, 306, 428, 888, 1548, 1405, 813, 5344, 1866, 2153
23641, 19397, 14489, 10745, 7246, 8436, 9131, 6932, 6874, 10125, 27708, 32676
55650, 61561, 50118, 48275, 59609, 70278, 89778, 77242, 62374, 50635, 65319, 69568
643, 723, 926, 837, 1027, 1430, 1823, 2205, 1506, 932, 1162, 1061
631, 657, 323, 308, 630, 1217, 1322, 4000, 2836, 352, 2124, 4171
147, 456, 440, 506, 473, 484, 591, 671, 540, 491, 410, 493
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
557, 915, 1344, 1534, 1568, 2374, 3983, 7402, 6546, 3614, 3979, 5081
2836, 2458, 2959, 2587, 3415, 5325, 4845, 3330, 2726, 2356, 2651, 2832
687, 833, 1329, 999, 2070, 3614, 3148, 2580, 1331, 1103, 1704, 2037
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 138, 86, 106, 413, 569, 516, 447, 440, 841, 690
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 492
87637, 79460, 66989, 42585, 39401, 41879, 58080, 49332, 34959, 47044, 98763, 143969
290460, 241299, 179294, 106705, 97222, 88542, 99697, 111323, 95017, 144652, 239181, 390390
89927, 81875, 74669, 70368, 75751, 70550, 76455, 70525, 70903, 59995, 73444, 89284
345606, 287093, 170603, 118684, 137137, 144061, 157780, 144362, 133183, 121072, 216840, 382865
2138, 3075, 3645, 3459, 3564, 3985, 5133, 5524, 4474, 7278, 7239, 4035
330, 287, 244, 217, 276, 494, 525, 464, 3704, 693, 552, 1715
841, 847, 724, 848, 2225, 3191, 4002, 3297, 2448, 1949, 1989, 2344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4115, 4264, 3626, 4228, 5621, 8822, 10173, 9511, 4267, 3988, 6520, 5095
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1819, 3074, 2577, 2256, 2472, 3981, 5282, 6934, 5433, 4503, 4178, 2513
0, 0, 0, 0, 29, 6, 8, 15, 15, 8, 421, 110
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7745, 7851, 6043, 5238, 5146, 5180, 4790, 5070, 4247, 4248, 5341, 8551
198, 774, 686, 768, 1174, 1452, 2302, 1416, 878, 953, 1197, 1286
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3125, 3009, 2910, 2457, 3595, 4643, 5203, 4147, 2706, 3064, 3510, 4918
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 75
532, 2390, 2321, 1461, 1724, 1623, 1653, 2268, 1848, 1594, 2548, 2089
2718, 2609, 2197, 2635, 3624, 8525, 10693, 6863, 3739, 3906, 5822, 5219
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1040, 904, 782, 592, 674, 978, 986, 561, 309, 268, 308, 402
1081, 971, 812, 839, 911, 1993, 2732, 1205, 940, 847, 1486, 1639
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1017, 894, 1254, 1322, 1289, 1107, 2448, 3840, 2364, 1745, 2130, 4280
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1029, 1010, 849, 714, 12626, 11787, 10739, 11725, 14846, 12032, 8132, 3443
764, 760, 589, 473, 591, 657, 554, 775, 675, 715, 861, 838
1945, 1572, 1381, 1326, 2841, 4201, 3790, 2771, 2046, 2121, 3547, 2876
604, 585, 2160, 2147, 973, 1967, 1768, 2082, 1197, 1210, 1173, 1077
150, 116, 100, 90, 4192, 5820, 6552, 5014, 3052, 2798, 3704, 3361
2613, 3831, 1902, 2096, 1784, 1712, 2893, 3605, 2601, 2108, 5278, 6004
1916, 1715, 1888, 1513, 2057, 2387, 2930, 2231, 1120, 1671, 2036, 2533
1477, 1380, 1318, 1316, 1191, 1266, 1326, 1090, 924, 876, 986, 999
1262, 804, 768, 637, 1784, 2367, 3524, 1995, 1162, 1166, 1723, 1525
0, 0, 0, 0, 0, 72, 173, 154, 133, 106, 49, 21
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4225, 7994, 7726, 8247, 8140, 6633, 6863, 7210, 5802, 5633, 6292, 6294
580, 920, 896, 1203, 1109, 1072, 1045, 887, 1476, 890, 1086, 1989
5356, 3937, 4632, 2534, 914, 1303, 1717, 3578, 2117, 1642, 11344, 6598
5889, 7378, 6472, 7396, 8588, 10701, 12302, 13647, 10445, 9188, 7996, 8983
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1630, 1575, 1727, 1224, 1753, 1881, 2392, 1621, 1794, 2347, 3586, 4007
0, 0, 0, 0, 4306, 3496, 2135, 1648, 1530, 1180, 2122, 1243
0, 0, 0, 0, 0, 0, 0, 69, 6, 12, 120, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 706, 0
0, 0, 0, 0, 552, 845, 1048, 933, 550, 511, 663, 802
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2764, 3363, 2764, 2644, 2704, 4504, 5285, 4865, 3600, 2820, 2889, 3064
0, 1, 9, 343, 1388, 482, 920, 788, 1264, 1430, 1513, 3104
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13363, 9081, 5526, 4859, 6236, 7738, 7389, 5494, 5892, 10427, 18905, 22112
138, 189, 361, 307, 451, 871, 619, 496, 329, 395, 562, 482
1264, 1069, 1261, 1065, 942, 2572, 1688, 2086, 846, 963, 1988, 2448
144, 760, 655, 762, 922, 951, 1001, 909, 668, 723, 821, 762
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10302, 9583, 8704, 14020, 14092, 17714, 18488, 19348, 14694, 10778, 12027, 13589
357, 278, 313, 420, 487, 626, 976, 997, 656, 648, 1373, 1091
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 874, 9231
4926, 6413, 5586, 5606, 6271, 11549, 8549, 6709, 3963, 3480, 7998, 8613
16639, 23502, 19587, 23327, 26537, 40725, 41430, 41268, 26208, 23230, 43196, 43582
2425, 4718, 3826, 3250, 4653, 6628, 6504, 6803, 6139, 5239, 5747, 7446
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1317, 72, 54, 664, 927, 1079, 1634, 1126, 470, 390, 972, 938
100940, 88780, 87459, 84617, 95077, 99029, 99860, 95367, 96374, 86164, 96093, 94503
2188, 1425, 1299, 1153, 2593, 3848, 2014, 2105, 1483, 1125, 1264, 1688
1390, 1233, 1178, 1703, 2360, 3843, 4760, 4210, 2164, 1702, 2020, 1965
8196, 5446, 3628, 4450, 4546, 4110, 3506, 3320, 3424, 4723, 12150, 11539
318, 520, 377, 248, 223, 30, 55, 114, 113, 109, 196, 26
355, 320, 270, 225, 240, 302, 468, 485, 468, 643, 932, 1705
0, 0, 0, 0, 0, 0, 0, 0, 0, 1700, 991, 430
0, 589, 467, 1965, 605, 599, 1800, 951, 620, 669, 620, 837
0, 0, 152, 131, 654, 784, 672, 746, 1240, 1392, 2053, 2111
53512, 1521485, 1833760, 1353016, 1789707, 2268410, 2266550, 2499934, 2071938, 1761959, 1805256, 1927900
1428, 1356, 1372, 1361, 1504, 2951, 2906, 1738, 2051, 1854, 2138, 2064
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1489, 1127, 744, 680, 1002, 1789, 1689, 1088, 562, 596, 1493, 2217
140, 455, 450, 621, 290, 261, 599, 499, 564, 543, 615, 693
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1859, 1726, 2189, 2174, 2332, 2827, 2992, 3067, 2508, 2385, 3216, 3118
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2823, 1932, 2386, 2995, 2726, 4050, 4214, 6726, 2335, 1759, 3070, 3613
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 660, 688, 782, 992
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40, 32, 19, 20, 22, 9, 13, 373, 251, 405, 570, 793
8961, 9863, 10924, 12487, 12858, 13301, 14684, 13460, 10532, 9208, 8784, 9727
2, 3, 2, 91, 136, 153, 126, 106, 81, 61, 36, 11
0, 0, 0, 0, 28, 12, 10, 10, 9, 17, 432, 731
1186, 828, 537, 457, 618, 897, 824, 591, 203, 611, 1205, 1286
183, 189, 302, 179, 560, 687, 917, 633, 595, 681, 2777, 4265
0, 786, 693, 867, 788, 806, 1006, 1142, 887, 3025, 2033, 1869
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
812, 699, 1043, 1272, 1162, 1082, 1486, 1239, 1019, 1320, 1895, 2115
344, 1264, 2445, 1648, 1188, 1499, 1903, 1473, 1176, 2368, 2511, 2228
3051, 2477, 2229, 2270, 2754, 4012, 4117, 2758, 2345, 2473, 4191, 5319
858, 1798, 2963, 3276, 2774, 3022, 3507, 5807, 3780, 2383, 5521, 4138
0, 0, 95, 405, 447, 463, 392, 422, 510, 546, 503, 227
881, 2190, 610, 733, 818, 2513, 1342, 881, 743, 569, 1633, 959
718, 659, 523, 460, 477, 627, 704, 677, 468, 390, 453, 541
1791, 2306, 3054, 3202, 2728, 3104, 2276, 2082, 1634, 3688, 2494, 3073
1311, 1846, 442, 126, 301, 307, 277, 2648, 3663, 2619, 3320, 1040
395, 355, 485, 523, 843, 1009, 1169, 583, 523, 444, 842, 754
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
371, 919, 887, 1562, 3133, 3207, 2998, 3031, 2371, 2414, 3743, 2540
361, 284, 241, 229, 263, 343, 421, 418, 258, 292, 392, 172
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
735, 637, 561, 527, 583, 721, 719, 905, 752, 636, 663, 677
0, 0, 0, 7, 3, 46, 44, 34, 59, 43, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 443, 381, 266
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2200, 670, 863, 1106, 1471, 1527, 1788, 1241, 596, 1552, 1875
1554, 1218, 1165, 963, 1295, 1365, 1471, 1534, 1032, 1008, 1001, 2494
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2205, 2066, 1924, 352, 513, 302, 330, 401, 351, 366, 526, 2180
414, 390, 303, 260, 269, 353, 428, 398, 276, 202, 205, 249
828, 905, 813, 662, 767, 1055, 1119, 972, 620, 617, 755, 1024
65, 2121, 4689, 2244, 1939, 2275, 2424, 5428, 3393, 3655, 3086, 5057
